index,constraint_id,constraint_type,density_bucket,prediction_exact_match,metric_equivalent,resolved_operation_equivalent,g0_slots,h1_slots,g0_resolved_add,g0_resolved_del,dfb_resolved_add,dfb_resolved_del,g0_events,dfb_events
44,68686,itemRequiresStatement,5_16,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",null,"[98872, 38708, 98872]",null,"[98872, 38708, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 2, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 2, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
45,50387,inverse,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29865, 98872]",null,"[98872, 29865, 98872]",null,"[98872, 29865, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 61, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 71, ""numerator"": 44}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 28, ""numerator"": 1}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 61, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 71, ""numerator"": 44}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 28, ""numerator"": 1}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
46,66339,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 35546]",null,"[98872, 29803, 35546]",null,"[98872, 29803, 35546]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 46, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 63, ""numerator"": 58}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 39, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 46, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 63, ""numerator"": 58}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 39, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
47,50362,valueType,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29859, 98872]",null,"[98872, 29859, 98872]",null,"[98872, 29859, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 8, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 8, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
48,57796,conflictWith,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33147, 98872]",null,"[98872, 33147, 98872]",null,"[98872, 33147, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 33, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 43, ""numerator"": 25}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 0}, ""srr"": {""denominator"": 14, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 33, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 43, ""numerator"": 25}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 0}, ""srr"": {""denominator"": 14, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
49,51871,oneOf,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29852, 32652]",null,"[98872, 29852, 32652]",null,"[98872, 29852, 32652]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 68, ""numerator"": 6}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 89, ""numerator"": 76}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 6}, ""srr"": {""denominator"": 49, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 68, ""numerator"": 6}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 89, ""numerator"": 76}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 6}, ""srr"": {""denominator"": 49, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
50,56799,conflictWith,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30122, 32713]",null,"[98872, 30122, 32713]",null,"[98872, 30122, 32713]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 90, ""numerator"": 6}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 114, ""numerator"": 102}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 17, ""numerator"": 6}, ""srr"": {""denominator"": 72, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 90, ""numerator"": 6}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 114, ""numerator"": 102}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 17, ""numerator"": 6}, ""srr"": {""denominator"": 72, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
51,66339,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 35546]",null,"[98872, 29803, 35546]",null,"[98872, 29803, 35546]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 54, ""numerator"": 54}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 35, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 54, ""numerator"": 54}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 35, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
52,52397,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 86568]",null,"[98872, 30260, 86568]",null,"[98872, 30260, 86568]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 13}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 3}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 13}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 3}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
53,51863,type,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29963, 98872]",null,"[98872, 29963, 98872]",null,"[98872, 29963, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 4, ""numerator"": -1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 6, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 4, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 4, ""numerator"": -1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 6, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 4, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
54,52143,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29758, 30841]",null,"[98872, 29758, 30841]",null,"[98872, 29758, 30841]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 290, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 356, ""numerator"": 350}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 284, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 290, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 356, ""numerator"": 350}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 284, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
55,67743,type,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38091, 98872]",null,"[98872, 38091, 98872]",null,"[98872, 38091, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 64, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 76, ""numerator"": 54}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 2}, ""srr"": {""denominator"": 40, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 64, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 76, ""numerator"": 54}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 2}, ""srr"": {""denominator"": 40, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
56,65158,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32695, 74341]",null,"[98872, 32695, 74341]",null,"[98872, 32695, 74341]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 74, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 87, ""numerator"": 70}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 1}, ""srr"": {""denominator"": 55, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 74, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 87, ""numerator"": 70}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 1}, ""srr"": {""denominator"": 55, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
57,57383,inverse,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32975, 98872]",null,"[98872, 32975, 98872]",null,"[98872, 32975, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 7}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 7}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
58,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91640, 33681, 75281]",null,"[91640, 33681, 75281]",null,"[91640, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
59,73929,inverse,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 43171, 98872]",null,"[98872, 43171, 98872]",null,"[98872, 43171, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
60,68580,single,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36262, 98872]",null,"[98872, 36262, 98872]",null,"[98872, 36262, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 1}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 13, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 1}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
61,62202,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 29975]",null,"[98872, 29766, 29975]",null,"[98872, 29766, 29975]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 45, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 41}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 3}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 45, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 41}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 3}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
62,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91402, 33681, 75281]",null,"[91402, 33681, 75281]",null,"[91402, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
